Country,CustomerID,InvoiceDate,InvoiceNo,Number_article,Price,Recency
United Kingdom,18072.0,2011-06-07 10:44:00,555744.0,18.0,247.44,185.0
United Kingdom,14462.0,2011-06-07 10:46:00,555745.0,10.0,184.52000000000004,185.0
United Kingdom,14606.0,2011-06-07 10:55:00,555746.0,26.0,105.6,185.0
United Kingdom,16462.0,2011-06-07 11:07:00,555751.0,1.0,34.0,185.0
United Kingdom,13220.0,2011-06-07 11:10:00,555759.0,1.0,166.8,185.0
United Kingdom,16422.0,2011-06-07 11:32:00,555798.0,11.0,1121.13,185.0
United Kingdom,14867.0,2011-06-07 11:39:00,555808.0,5.0,96.14,185.0
United Kingdom,17091.0,2011-06-07 11:39:00,555810.0,33.0,585.8399999999999,185.0
United Kingdom,13643.0,2011-06-07 11:40:00,555813.0,6.0,87.89999999999999,185.0
United Kingdom,13089.0,2011-06-07 11:47:00,555815.0,49.0,916.74,185.0
United Kingdom,13089.0,2011-06-07 11:49:00,555816.0,1.0,47.2,185.0
United Kingdom,17091.0,2011-06-07 11:51:00,555817.0,1.0,14.850000000000001,185.0
United Kingdom,13784.0,2011-06-07 11:59:00,555818.0,2.0,255.96000000000004,185.0
United Kingdom,15073.0,2011-06-07 12:00:00,555819.0,22.0,430.98,185.0
United Kingdom,16133.0,2011-06-07 12:01:00,555820.0,11.0,304.71999999999997,185.0
United Kingdom,13330.0,2011-06-07 12:18:00,555829.0,14.0,392.3999999999999,185.0
United Kingdom,15969.0,2011-06-07 12:19:00,555832.0,10.0,308.7,185.0
United Kingdom,12891.0,2011-06-07 12:31:00,555834.0,1.0,85.0,185.0
United Kingdom,14525.0,2011-06-07 12:34:00,555835.0,98.0,783.0699999999999,185.0
United Kingdom,13098.0,2011-06-07 12:36:00,555836.0,20.0,531.36,185.0
United Kingdom,13283.0,2011-06-07 12:39:00,555839.0,2.0,25.5,185.0
United Kingdom,15805.0,2011-06-07 12:46:00,555840.0,1.0,70.2,185.0
United Kingdom,14583.0,2011-06-07 12:47:00,555841.0,49.0,139.82,185.0
United Kingdom,17874.0,2011-06-07 12:54:00,555842.0,6.0,122.75999999999999,184.0
Italy,12584.0,2011-06-07 13:00:00,555843.0,9.0,159.11,184.0
United Kingdom,14711.0,2011-06-07 13:10:00,555844.0,34.0,160.14999999999998,184.0
United Kingdom,17015.0,2011-06-07 13:19:00,555845.0,121.0,524.5000000000001,184.0
United Kingdom,14180.0,2011-06-07 13:21:00,555846.0,8.0,149.15,184.0
United Kingdom,14880.0,2011-06-07 13:27:00,555847.0,18.0,234.07,184.0
United Kingdom,16081.0,2011-06-07 13:31:00,555848.0,21.0,424.24,184.0
United Kingdom,13266.0,2011-06-07 13:33:00,555849.0,9.0,315.86,184.0
United Kingdom,16550.0,2011-06-07 13:35:00,555850.0,47.0,387.4200000000001,184.0
United Kingdom,13050.0,2011-06-07 13:37:00,555851.0,105.0,585.1700000000001,184.0
United Kingdom,17429.0,2011-06-07 13:38:00,555852.0,11.0,189.28000000000003,184.0
United Kingdom,14375.0,2011-06-07 13:44:00,555853.0,75.0,257.68,184.0
United Kingdom,12748.0,2011-06-07 13:47:00,555854.0,30.0,167.80999999999995,184.0
United Kingdom,15311.0,2011-06-07 13:56:00,555855.0,47.0,2517.4399999999996,184.0
United Kingdom,17124.0,2011-06-07 14:02:00,555856.0,32.0,298.89,184.0
United Kingdom,16393.0,2011-06-07 14:03:00,555857.0,23.0,133.62,184.0
EIRE,14911.0,2011-06-07 14:12:00,555858.0,13.0,254.30999999999997,184.0
United Kingdom,17987.0,2011-06-07 14:22:00,555859.0,13.0,198.57,184.0
United Kingdom,12990.0,2011-06-07 14:27:00,555861.0,4.0,166.4,184.0
Portugal,12757.0,2011-06-07 14:28:00,555862.0,14.0,243.2,184.0
United Kingdom,17026.0,2011-06-07 14:28:00,555863.0,1.0,121.67999999999999,184.0
United Kingdom,14530.0,2011-06-07 14:30:00,555865.0,36.0,413.92999999999995,184.0
United Kingdom,16841.0,2011-06-07 14:38:00,555866.0,16.0,306.68,184.0
United Kingdom,17707.0,2011-06-07 15:03:00,555870.0,2.0,68.7,184.0
United Kingdom,18073.0,2011-06-07 15:04:00,555871.0,3.0,263.16,184.0
United Kingdom,13395.0,2011-06-07 15:04:00,555872.0,21.0,307.71999999999997,184.0
United Kingdom,12748.0,2011-06-07 15:17:00,555875.0,3.0,7.25,184.0
United Kingdom,15799.0,2011-06-07 15:28:00,555876.0,15.0,161.02,184.0
United Kingdom,17389.0,2011-06-07 15:44:00,555884.0,4.0,147.62,184.0
United Kingdom,15640.0,2011-06-07 16:04:00,555896.0,54.0,1008.61,184.0
United Kingdom,14958.0,2011-06-07 16:16:00,555916.0,16.0,181.63,184.0
United Kingdom,17854.0,2011-06-07 16:21:00,555917.0,3.0,199.5,184.0
United Kingdom,16098.0,2011-06-07 16:21:00,555918.0,8.0,211.92,184.0
United Kingdom,15449.0,2011-06-07 16:42:00,555921.0,17.0,301.78000000000003,184.0
Belgium,12383.0,2011-06-08 08:02:00,555928.0,5.0,99.45,184.0
United Kingdom,16525.0,2011-06-08 08:12:00,555929.0,8.0,765.82,184.0
United Kingdom,14745.0,2011-06-08 08:26:00,555930.0,24.0,341.07,184.0
Malta,17828.0,2011-06-08 08:31:00,555931.0,44.0,833.16,184.0
United Kingdom,14217.0,2011-06-08 08:46:00,555932.0,10.0,165.36,184.0
France,12567.0,2011-06-08 08:49:00,555933.0,17.0,286.34000000000003,184.0
United Kingdom,15061.0,2011-06-08 08:51:00,555934.0,7.0,557.6999999999999,184.0
France,12567.0,2011-06-08 09:16:00,555936.0,17.0,286.34000000000003,184.0
France,12683.0,2011-06-08 09:39:00,555937.0,30.0,669.3600000000001,184.0
United Kingdom,14257.0,2011-06-08 09:58:00,555938.0,17.0,410.45,184.0
United Kingdom,17659.0,2011-06-08 09:58:00,555939.0,3.0,57.78,184.0
United Kingdom,14191.0,2011-06-08 10:10:00,555940.0,9.0,357.6,184.0
France,12726.0,2011-06-08 10:10:00,555941.0,17.0,356.03999999999996,184.0
United Kingdom,15743.0,2011-06-08 10:14:00,555942.0,18.0,322.55000000000007,184.0
Switzerland,13520.0,2011-06-08 10:15:00,555943.0,16.0,612.6800000000001,184.0
United Kingdom,16955.0,2011-06-08 10:36:00,555944.0,10.0,163.69,184.0
United Kingdom,17409.0,2011-06-08 10:36:00,555945.0,8.0,511.3,184.0
United Kingdom,17238.0,2011-06-08 10:43:00,555946.0,24.0,184.59,184.0
EIRE,14911.0,2011-06-08 10:45:00,555947.0,57.0,2233.2799999999997,184.0
United Kingdom,13752.0,2011-06-08 10:49:00,555948.0,7.0,166.86,184.0
United Kingdom,16626.0,2011-06-08 10:50:00,555949.0,26.0,596.1299999999999,184.0
United Kingdom,17966.0,2011-06-08 10:51:00,555950.0,6.0,136.5,184.0
United Kingdom,15039.0,2011-06-08 11:18:00,555979.0,36.0,891.4200000000002,184.0
United Kingdom,18221.0,2011-06-08 11:37:00,556009.0,15.0,302.54,184.0
United Kingdom,17414.0,2011-06-08 11:43:00,556010.0,5.0,598.0,184.0
United Kingdom,18092.0,2011-06-08 11:54:00,556016.0,5.0,452.4,184.0
United Kingdom,15382.0,2011-06-08 11:56:00,556017.0,29.0,512.6999999999999,184.0
United Kingdom,15382.0,2011-06-08 11:57:00,556018.0,2.0,26.400000000000002,184.0
United Kingdom,18092.0,2011-06-08 12:02:00,556019.0,7.0,221.4,184.0
United Kingdom,13571.0,2011-06-08 12:03:00,556020.0,20.0,114.71,184.0
United Kingdom,12921.0,2011-06-08 12:03:00,556021.0,22.0,477.68,184.0
United Kingdom,12921.0,2011-06-08 12:04:00,556022.0,4.0,79.19999999999999,184.0
United Kingdom,14527.0,2011-06-08 12:21:00,556023.0,25.0,209.28,184.0
Portugal,12808.0,2011-06-08 12:21:00,556024.0,9.0,151.95000000000002,184.0
United Kingdom,15159.0,2011-06-08 12:35:00,556032.0,15.0,542.22,184.0
United Kingdom,16672.0,2011-06-08 12:36:00,556034.0,2.0,313.20000000000005,184.0
United Kingdom,15159.0,2011-06-08 12:36:00,556035.0,4.0,54.48,184.0
United Kingdom,15159.0,2011-06-08 12:37:00,556036.0,3.0,52.8,184.0
United Kingdom,13184.0,2011-06-08 12:38:00,556038.0,22.0,173.66,184.0
United Kingdom,13001.0,2011-06-08 12:40:00,556039.0,12.0,501.5,184.0
United Kingdom,14622.0,2011-06-08 12:42:00,556040.0,21.0,320.58,184.0
United Kingdom,17954.0,2011-06-08 12:44:00,556041.0,56.0,336.84000000000003,184.0
United Kingdom,14367.0,2011-06-08 12:44:00,556042.0,66.0,1037.3700000000001,184.0
United Kingdom,14078.0,2011-06-08 12:49:00,556043.0,13.0,243.92999999999998,184.0
United Kingdom,15764.0,2011-06-08 12:50:00,556044.0,9.0,165.54999999999998,184.0
United Kingdom,15764.0,2011-06-08 12:54:00,556045.0,24.0,408.04,183.0
United Kingdom,12901.0,2011-06-08 12:57:00,556047.0,4.0,276.24,183.0
United Kingdom,15609.0,2011-06-08 13:00:00,556048.0,16.0,298.48,183.0
United Kingdom,16013.0,2011-06-08 13:00:00,556049.0,2.0,382.70000000000005,183.0
United Kingdom,14367.0,2011-06-08 13:04:00,556050.0,16.0,279.03999999999996,183.0
United Kingdom,13742.0,2011-06-08 13:09:00,556051.0,16.0,180.04000000000002,183.0
United Kingdom,13742.0,2011-06-08 13:14:00,556052.0,1.0,14.5,183.0
United Kingdom,15400.0,2011-06-08 13:15:00,556053.0,2.0,112.7,183.0
United Kingdom,14561.0,2011-06-08 13:26:00,556054.0,16.0,222.07,183.0
United Kingdom,14477.0,2011-06-08 13:33:00,556055.0,2.0,358.0,183.0
United Kingdom,17841.0,2011-06-08 13:35:00,556056.0,99.0,426.05,183.0
United Kingdom,13985.0,2011-06-08 13:54:00,556058.0,29.0,524.5,183.0
United Kingdom,13630.0,2011-06-08 13:56:00,556059.0,9.0,320.91999999999996,183.0
EIRE,14911.0,2011-06-08 14:03:00,556060.0,8.0,1118.04,183.0
United Kingdom,15189.0,2011-06-08 14:06:00,556062.0,4.0,379.5,183.0
United Kingdom,14587.0,2011-06-08 14:09:00,556063.0,41.0,193.20000000000002,183.0
United Kingdom,13777.0,2011-06-08 14:20:00,556064.0,6.0,300.63,183.0
United Kingdom,14829.0,2011-06-08 14:29:00,556065.0,8.0,146.3,183.0
United Kingdom,16872.0,2011-06-08 14:32:00,556066.0,3.0,388.36,183.0
United Kingdom,12748.0,2011-06-08 14:35:00,556067.0,31.0,269.9,183.0
United Kingdom,12748.0,2011-06-08 14:39:00,556068.0,1.0,5.76,183.0
United Kingdom,17873.0,2011-06-08 14:51:00,556070.0,8.0,396.14000000000004,183.0
United Kingdom,15974.0,2011-06-08 14:52:00,556071.0,29.0,481.35999999999996,183.0
United Kingdom,16126.0,2011-06-08 14:57:00,556072.0,20.0,952.65,183.0
United Kingdom,16358.0,2011-06-08 15:05:00,556073.0,22.0,462.1500000000001,183.0
United Kingdom,18229.0,2011-06-08 15:18:00,556079.0,13.0,351.2,183.0
United Kingdom,17491.0,2011-06-08 15:23:00,556084.0,5.0,135.0,183.0
United Kingdom,15809.0,2011-06-08 15:31:00,556097.0,1.0,15.9,183.0
United Kingdom,16832.0,2011-06-08 15:36:00,556098.0,1.0,62.5,183.0
United Kingdom,13162.0,2011-06-08 15:38:00,556099.0,1.0,3.75,183.0
United Kingdom,15238.0,2011-06-08 16:00:00,556100.0,14.0,300.13999999999993,183.0
United Kingdom,13115.0,2011-06-08 16:15:00,556102.0,55.0,878.5500000000001,183.0
United Kingdom,16011.0,2011-06-08 16:18:00,556103.0,28.0,237.57000000000002,183.0
United Kingdom,13875.0,2011-06-08 16:34:00,556104.0,22.0,384.2,183.0
United Kingdom,13466.0,2011-06-08 16:39:00,556105.0,17.0,307.90000000000003,183.0
United Kingdom,14056.0,2011-06-08 16:54:00,556106.0,49.0,393.34,183.0
United Kingdom,17360.0,2011-06-08 17:09:00,556107.0,60.0,330.95000000000005,183.0
United Kingdom,13741.0,2011-06-09 07:53:00,556109.0,12.0,200.17,183.0
United Kingdom,13856.0,2011-06-09 08:45:00,556110.0,3.0,124.60000000000001,183.0
United Kingdom,13004.0,2011-06-09 09:16:00,556111.0,22.0,313.00000000000006,183.0
United Kingdom,13265.0,2011-06-09 09:28:00,556112.0,21.0,340.7800000000001,183.0
United Kingdom,13510.0,2011-06-09 09:32:00,556113.0,38.0,585.3199999999999,183.0
Germany,12569.0,2011-06-09 09:36:00,556114.0,6.0,142.14000000000001,183.0
United Kingdom,15241.0,2011-06-09 09:39:00,556115.0,7.0,99.96000000000001,183.0
United Kingdom,15214.0,2011-06-09 09:44:00,556116.0,11.0,136.70000000000002,183.0
Germany,13811.0,2011-06-09 09:54:00,556118.0,6.0,333.0,183.0
Italy,12594.0,2011-06-09 10:05:00,556119.0,1.0,42.96,183.0
United Kingdom,16722.0,2011-06-09 10:06:00,556120.0,19.0,290.2,183.0
United Kingdom,15855.0,2011-06-09 10:09:00,556121.0,20.0,132.18,183.0
United Kingdom,12947.0,2011-06-09 10:20:00,556125.0,15.0,303.62,183.0
EIRE,14911.0,2011-06-09 10:23:00,556126.0,22.0,338.0,183.0
Denmark,12406.0,2011-06-09 10:23:00,556127.0,49.0,1621.25,183.0
United Kingdom,13038.0,2011-06-09 10:31:00,556128.0,7.0,196.66000000000003,183.0
United Kingdom,14060.0,2011-06-09 10:46:00,556129.0,10.0,438.0,183.0
United Kingdom,15738.0,2011-06-09 10:48:00,556130.0,11.0,316.02000000000004,183.0
United Kingdom,14231.0,2011-06-09 11:05:00,556139.0,12.0,307.76,183.0
United Kingdom,13756.0,2011-06-09 11:27:00,556179.0,15.0,308.2,183.0
United Kingdom,15407.0,2011-06-09 11:32:00,556181.0,13.0,410.87,183.0
United Kingdom,16892.0,2011-06-09 11:35:00,556182.0,20.0,102.98,183.0
United Kingdom,13134.0,2011-06-09 11:37:00,556183.0,21.0,360.04,183.0
United Kingdom,16592.0,2011-06-09 11:39:00,556184.0,14.0,337.54999999999995,183.0
United Kingdom,16592.0,2011-06-09 11:40:00,556185.0,2.0,30.6,183.0
United Kingdom,14241.0,2011-06-09 11:46:00,556186.0,10.0,213.70000000000005,183.0
United Kingdom,15296.0,2011-06-09 11:49:00,556187.0,15.0,299.78000000000003,183.0
United Kingdom,15615.0,2011-06-09 11:57:00,556189.0,21.0,400.7,183.0
United Kingdom,15780.0,2011-06-09 12:01:00,556190.0,4.0,72.52000000000001,183.0
United Kingdom,14501.0,2011-06-09 12:02:00,556191.0,6.0,184.28,183.0
United Kingdom,15615.0,2011-06-09 12:02:00,556192.0,4.0,82.2,183.0
United Kingdom,14132.0,2011-06-09 12:04:00,556193.0,24.0,306.86,183.0
Sweden,12483.0,2011-06-09 12:20:00,556194.0,11.0,319.95000000000005,183.0
United Kingdom,16745.0,2011-06-09 12:21:00,556195.0,25.0,535.01,183.0
United Kingdom,18065.0,2011-06-09 12:27:00,556196.0,3.0,62.040000000000006,183.0
United Kingdom,18065.0,2011-06-09 12:27:00,556197.0,13.0,202.38,183.0
United Kingdom,14963.0,2011-06-09 12:30:00,556198.0,38.0,294.2,183.0
United Kingdom,16170.0,2011-06-09 12:40:00,556199.0,21.0,319.29,183.0
Iceland,12347.0,2011-06-09 13:01:00,556201.0,18.0,382.52,182.0
United Kingdom,14606.0,2011-06-09 13:08:00,556202.0,20.0,109.30000000000001,182.0
Belgium,12399.0,2011-06-09 13:09:00,556203.0,5.0,130.07999999999998,182.0
United Kingdom,17169.0,2011-06-09 13:16:00,556204.0,18.0,308.67999999999995,182.0
United Kingdom,15827.0,2011-06-09 13:37:00,556205.0,13.0,203.98000000000002,182.0
EIRE,14911.0,2011-06-09 13:46:00,556206.0,26.0,646.27,182.0
United Kingdom,17372.0,2011-06-09 13:50:00,556207.0,19.0,128.76,182.0
United Kingdom,14040.0,2011-06-09 13:51:00,556208.0,12.0,506.68000000000006,182.0
United Kingdom,14913.0,2011-06-09 14:14:00,556214.0,20.0,301.31999999999994,182.0
United Kingdom,15252.0,2011-06-09 14:15:00,556216.0,14.0,300.55000000000007,182.0
United Kingdom,17731.0,2011-06-09 14:18:00,556218.0,17.0,352.91,182.0
United Kingdom,17731.0,2011-06-09 14:19:00,556219.0,15.0,309.65999999999997,182.0
United Kingdom,17522.0,2011-06-09 14:23:00,556222.0,46.0,539.1199999999999,182.0
United Kingdom,13538.0,2011-06-09 14:26:00,556228.0,2.0,115.2,182.0
United Kingdom,12839.0,2011-06-09 14:43:00,556229.0,20.0,304.47999999999996,182.0
United Kingdom,17402.0,2011-06-09 14:45:00,556230.0,6.0,226.28,182.0
United Kingdom,17961.0,2011-06-09 15:27:00,556234.0,10.0,26.36,182.0
Netherlands,12778.0,2011-06-09 15:29:00,556235.0,5.0,84.0,182.0
United Kingdom,16818.0,2011-06-09 15:34:00,556236.0,3.0,45.2,182.0
United Kingdom,13397.0,2011-06-09 15:35:00,556238.0,12.0,378.70000000000005,182.0
United Kingdom,15712.0,2011-06-09 15:48:00,556239.0,9.0,158.85,182.0
United Kingdom,18041.0,2011-06-09 15:55:00,556240.0,7.0,105.00000000000001,182.0
Spain,12597.0,2011-06-09 16:04:00,556241.0,48.0,912.6600000000001,182.0
United Kingdom,15867.0,2011-06-09 16:08:00,556244.0,28.0,302.7199999999999,182.0
United Kingdom,17841.0,2011-06-09 16:10:00,556245.0,64.0,538.4300000000001,182.0
United Kingdom,16113.0,2011-06-09 16:16:00,556246.0,30.0,161.38,182.0
United Kingdom,15058.0,2011-06-09 16:16:00,556247.0,15.0,270.55,182.0
United Kingdom,15681.0,2011-06-09 16:33:00,556248.0,14.0,332.64,182.0
United Kingdom,15681.0,2011-06-09 16:34:00,556249.0,1.0,24.900000000000002,182.0
United Kingdom,16779.0,2011-06-09 16:44:00,556252.0,19.0,480.96000000000004,182.0
United Kingdom,17652.0,2011-06-09 16:55:00,556253.0,9.0,185.8,182.0
United Kingdom,13213.0,2011-06-09 16:57:00,556254.0,10.0,136.25,182.0
United Kingdom,14309.0,2011-06-09 17:37:00,556256.0,15.0,196.68,182.0
United Kingdom,17576.0,2011-06-09 17:47:00,556257.0,30.0,294.86,182.0
France,12694.0,2011-06-09 17:48:00,556258.0,20.0,439.49999999999994,182.0
France,12721.0,2011-06-09 17:53:00,556259.0,36.0,591.09,182.0
United Kingdom,13969.0,2011-06-09 18:41:00,556263.0,56.0,491.38,182.0
United Kingdom,16107.0,2011-06-09 18:42:00,556264.0,10.0,532.9000000000001,182.0
United Kingdom,13900.0,2011-06-09 19:26:00,556266.0,1.0,8.5,182.0
United Kingdom,13694.0,2011-06-09 19:33:00,556267.0,31.0,3027.31,182.0
United Kingdom,17483.0,2011-06-09 19:40:00,556271.0,7.0,155.10000000000002,182.0
United Kingdom,14562.0,2011-06-09 19:55:00,556279.0,18.0,215.39,182.0
United Kingdom,14584.0,2011-06-09 20:03:00,556280.0,34.0,354.01,182.0
United Kingdom,15679.0,2011-06-10 08:24:00,556282.0,13.0,178.22,182.0
United Kingdom,15628.0,2011-06-10 08:50:00,556283.0,17.0,314.11,182.0
United Kingdom,17115.0,2011-06-10 08:54:00,556284.0,14.0,302.8,182.0
United Kingdom,13686.0,2011-06-10 09:10:00,556285.0,8.0,72.0,182.0
United Kingdom,13426.0,2011-06-10 09:23:00,556288.0,18.0,273.66,182.0
United Kingdom,17088.0,2011-06-10 09:23:00,556290.0,22.0,383.28,182.0
United Kingdom,15114.0,2011-06-10 09:44:00,556296.0,22.0,309.34000000000003,182.0
United Kingdom,16581.0,2011-06-10 10:05:00,556298.0,9.0,105.84,182.0
United Kingdom,15267.0,2011-06-10 10:24:00,556302.0,5.0,1035.76,182.0
United Kingdom,17064.0,2011-06-10 10:26:00,556303.0,20.0,313.45000000000005,182.0
United Kingdom,12840.0,2011-06-10 10:29:00,556304.0,16.0,572.8,182.0
France,12643.0,2011-06-10 10:38:00,556305.0,3.0,480.0,182.0
United Kingdom,16767.0,2011-06-10 10:49:00,556318.0,16.0,399.18,182.0
United Kingdom,17819.0,2011-06-10 10:59:00,556323.0,6.0,599.45,182.0
United Kingdom,17234.0,2011-06-10 11:20:00,556325.0,14.0,149.89,182.0
United Kingdom,14573.0,2011-06-10 11:28:00,556329.0,13.0,157.76000000000002,182.0
United Kingdom,17797.0,2011-06-10 11:29:00,556330.0,44.0,272.41,182.0
United Kingdom,16614.0,2011-06-10 11:36:00,556341.0,26.0,506.19,182.0
United Kingdom,16370.0,2011-06-10 11:44:00,556365.0,46.0,271.04,182.0
United Kingdom,16668.0,2011-06-10 11:49:00,556386.0,3.0,74.16,182.0
United Kingdom,16029.0,2011-06-10 11:52:00,556397.0,2.0,358.0,182.0
United Kingdom,13533.0,2011-06-10 11:54:00,556408.0,33.0,124.15000000000002,182.0
United Kingdom,16005.0,2011-06-10 12:01:00,556413.0,26.0,120.49,182.0
Switzerland,12409.0,2011-06-10 12:19:00,556415.0,64.0,6207.08,182.0
United Kingdom,15527.0,2011-06-10 12:19:00,556416.0,24.0,247.24999999999997,182.0
United Kingdom,14543.0,2011-06-10 12:24:00,556417.0,1.0,19.8,182.0
United Kingdom,15411.0,2011-06-10 12:30:00,556419.0,10.0,156.4,182.0
United Kingdom,14178.0,2011-06-10 12:51:00,556425.0,29.0,197.36999999999995,181.0
United Kingdom,16729.0,2011-06-10 13:18:00,556426.0,21.0,249.49,181.0
United Kingdom,16184.0,2011-06-10 13:59:00,556432.0,10.0,299.67,181.0
United Kingdom,14895.0,2011-06-10 14:06:00,556434.0,26.0,658.78,181.0
United Kingdom,14895.0,2011-06-10 14:08:00,556435.0,8.0,151.2,181.0
United Kingdom,14077.0,2011-06-10 14:31:00,556437.0,8.0,110.78999999999999,181.0
United Kingdom,18061.0,2011-06-10 14:46:00,556439.0,4.0,147.75,181.0
United Kingdom,14401.0,2011-06-10 14:51:00,556440.0,15.0,428.44000000000005,181.0
United Kingdom,14415.0,2011-06-10 15:07:00,556441.0,35.0,360.07,181.0
United Kingdom,15098.0,2011-06-10 15:22:00,556442.0,1.0,297.0,181.0
Germany,12712.0,2011-06-10 15:28:00,556443.0,9.0,627.4,181.0
United Kingdom,15098.0,2011-06-10 15:33:00,556446.0,1.0,649.5,181.0
United Kingdom,15632.0,2011-06-10 15:37:00,556447.0,9.0,314.15999999999997,181.0
United Kingdom,12947.0,2011-06-10 16:37:00,556454.0,1.0,40.8,181.0
United Kingdom,15856.0,2011-06-10 16:46:00,556455.0,18.0,734.4399999999999,181.0
United Kingdom,12748.0,2011-06-10 16:47:00,556456.0,1.0,3.75,181.0
United Kingdom,14276.0,2011-06-12 09:56:00,556460.0,24.0,379.20000000000005,180.0
United Kingdom,13798.0,2011-06-12 10:15:00,556461.0,8.0,830.54,180.0
United Kingdom,14450.0,2011-06-12 10:46:00,556462.0,17.0,213.80000000000004,180.0
France,12583.0,2011-06-12 10:47:00,556463.0,14.0,360.18000000000006,180.0
United Kingdom,18281.0,2011-06-12 10:53:00,556464.0,7.0,80.82,180.0
United Kingdom,14984.0,2011-06-12 11:04:00,556465.0,17.0,110.18,180.0
United Kingdom,15465.0,2011-06-12 11:07:00,556466.0,6.0,189.05,180.0
United Kingdom,13232.0,2011-06-12 11:17:00,556467.0,18.0,186.54999999999998,180.0
United Kingdom,14878.0,2011-06-12 11:26:00,556468.0,9.0,111.03,180.0
Germany,12516.0,2011-06-12 11:37:00,556469.0,13.0,583.2,180.0
United Kingdom,15291.0,2011-06-12 11:41:00,556470.0,18.0,301.41999999999996,180.0
United Kingdom,16466.0,2011-06-12 11:47:00,556471.0,12.0,198.76999999999998,180.0
United Kingdom,16633.0,2011-06-12 11:48:00,556472.0,15.0,255.79999999999998,180.0
United Kingdom,17265.0,2011-06-12 12:00:00,556473.0,77.0,384.09000000000003,180.0
United Kingdom,16007.0,2011-06-12 12:01:00,556474.0,81.0,363.70000000000005,180.0
United Kingdom,18109.0,2011-06-12 12:03:00,556475.0,22.0,417.3299999999999,180.0
United Kingdom,17175.0,2011-06-12 12:08:00,556476.0,13.0,302.61999999999995,180.0
United Kingdom,12841.0,2011-06-12 12:20:00,556477.0,15.0,199.73000000000002,180.0
United Kingdom,13069.0,2011-06-12 12:34:00,556478.0,20.0,226.49,180.0
United Kingdom,16983.0,2011-06-12 12:50:00,556479.0,20.0,262.88,180.0
United Kingdom,13617.0,2011-06-12 12:55:00,556480.0,13.0,131.11,179.0
United Kingdom,16115.0,2011-06-12 13:00:00,556481.0,27.0,147.76000000000002,179.0
United Kingdom,17242.0,2011-06-12 13:04:00,556482.0,29.0,709.4399999999999,179.0
United Kingdom,14823.0,2011-06-12 13:12:00,556483.0,24.0,110.78,179.0
United Kingdom,16938.0,2011-06-12 13:17:00,556484.0,205.0,2133.4000000000005,179.0
United Kingdom,17211.0,2011-06-12 13:21:00,556485.0,17.0,210.95000000000002,179.0
United Kingdom,17422.0,2011-06-12 13:22:00,556486.0,32.0,375.03999999999996,179.0
United Kingdom,17289.0,2011-06-12 13:51:00,556487.0,34.0,167.36,179.0
United Kingdom,16018.0,2011-06-12 13:52:00,556488.0,15.0,161.9,179.0
United Kingdom,14704.0,2011-06-12 13:59:00,556489.0,30.0,110.11999999999998,179.0
United Kingdom,13078.0,2011-06-12 14:08:00,556490.0,16.0,302.24,179.0
United Kingdom,16794.0,2011-06-12 14:15:00,556491.0,57.0,274.74,179.0
United Kingdom,15939.0,2011-06-12 14:48:00,556492.0,8.0,587.52,179.0
United Kingdom,17802.0,2011-06-12 14:57:00,556494.0,63.0,532.2200000000001,179.0
United Kingdom,18069.0,2011-06-12 15:14:00,556495.0,56.0,304.30999999999995,179.0
United Kingdom,14397.0,2011-06-12 15:20:00,556496.0,1.0,45.0,179.0
United Kingdom,15271.0,2011-06-12 15:31:00,556497.0,11.0,175.08999999999997,179.0
United Kingdom,17961.0,2011-06-12 15:57:00,556498.0,2.0,35.849999999999994,179.0
United Kingdom,13468.0,2011-06-13 07:58:00,556500.0,6.0,102.72,179.0
United Kingdom,16700.0,2011-06-13 08:40:00,556501.0,20.0,394.41999999999996,179.0
United Kingdom,13761.0,2011-06-13 08:43:00,556502.0,32.0,491.71,179.0
United Kingdom,13517.0,2011-06-13 08:44:00,556503.0,76.0,1101.8600000000001,179.0
United Kingdom,13936.0,2011-06-13 08:47:00,556504.0,26.0,376.5799999999999,179.0
United Kingdom,17381.0,2011-06-13 09:43:00,556505.0,2.0,462.9599999999999,179.0
United Kingdom,17381.0,2011-06-13 09:44:00,556506.0,1.0,50.88,179.0
France,12567.0,2011-06-13 09:55:00,556507.0,61.0,1650.0999999999995,179.0
United Kingdom,16342.0,2011-06-13 10:10:00,556508.0,7.0,136.95,179.0
Germany,12708.0,2011-06-13 10:33:00,556509.0,16.0,289.77,179.0
EIRE,14911.0,2011-06-13 10:36:00,556510.0,42.0,821.32,179.0
United Kingdom,14688.0,2011-06-13 10:44:00,556512.0,14.0,143.54000000000002,179.0
Germany,12481.0,2011-06-13 10:52:00,556517.0,29.0,1001.2099999999999,179.0
United Kingdom,16794.0,2011-06-13 10:54:00,556519.0,2.0,3.3200000000000003,179.0
United Kingdom,14177.0,2011-06-13 11:10:00,556520.0,20.0,118.08000000000001,179.0
United Kingdom,14573.0,2011-06-13 11:15:00,556521.0,13.0,116.76,179.0
United Kingdom,16938.0,2011-06-13 11:24:00,556523.0,1.0,9.75,179.0
France,12732.0,2011-06-13 11:33:00,556526.0,12.0,236.26000000000005,179.0
United Kingdom,16205.0,2011-06-13 11:33:00,556527.0,27.0,112.35,179.0
United Kingdom,13269.0,2011-06-13 11:36:00,556528.0,19.0,312.43999999999994,179.0
France,12714.0,2011-06-13 11:41:00,556529.0,24.0,513.26,179.0
